field_x,value_x,field_y,value_y,n_x,n_y,n_both,decoupling_mass,norm_decoupling
department_name,Projects Jersey & Knitwear,colour_group_name,Light Green,42,70,1,110,0.990990990990991
product_type_name,Hair clip,colour_group_name,Light Green,42,70,1,110,0.990990990990991
section_name,Womens Big accessories,colour_group_name,Dark Grey,272,401,6,661,0.9910044977511244
product_type_name,Jumpsuit/Playsuit,colour_group_name,Light Blue,81,368,4,441,0.9910112359550561
colour_group_name,Dark Grey,graphical_appearance_name,Mixed solid/pattern,401,48,4,441,0.9910112359550561
product_type_name,Other accessories,section_name,Baby Essentials & Complements,95,242,3,331,0.9910179640718563
product_type_name,Hoodie,colour_group_name,Greyish Beige,282,55,3,331,0.9910179640718563
product_type_name,Scarf,colour_group_name,Yellowish Brown,81,256,3,331,0.9910179640718563
product_type_name,Blazer,colour_group_name,Light Blue,194,368,5,552,0.9910233393177738
department_name,Ladies Sport Bras,graphical_appearance_name,Other pattern,204,21,2,221,0.9910313901345291
section_name,Ladies H&M Sport,colour_group_name,Light Orange,362,201,5,553,0.9910394265232975
section_name,Womens Trend,colour_group_name,Dark Green,423,253,6,664,0.991044776119403
department_name,Shorts,colour_group_name,Light Orange,137,201,3,332,0.991044776119403
department_name,Nightwear,colour_group_name,Light Blue,83,368,4,443,0.9910514541387024
product_type_name,Polo shirt,graphical_appearance_name,Stripe,41,410,4,443,0.9910514541387024
department_name,Woven Tops,colour_group_name,Light Pink,63,502,5,555,0.9910714285714286
department_name,Blouse & Dress,colour_group_name,Yellow,184,155,3,333,0.9910714285714286
department_name,Projects Dresses,colour_group_name,Dark Green,86,253,3,333,0.9910714285714286
department_name,Skirts,colour_group_name,Light Purple,107,119,2,222,0.9910714285714286
department_name,Bags,graphical_appearance_name,Colour blocking,131,95,2,222,0.9910714285714286
department_name,Boys Small Acc & Bags,product_type_name,Belt,1,112,1,111,0.9910714285714286
department_name,Flats,colour_group_name,Greyish Beige,58,55,1,111,0.9910714285714286
department_name,Ladies Sport Acc,graphical_appearance_name,Glittering/Metallic,37,76,1,111,0.9910714285714286
product_type_name,Belt,graphical_appearance_name,Hologram,112,1,1,111,0.9910714285714286
section_name,Boys Underwear & Basics,colour_group_name,Other Pink,87,26,1,111,0.9910714285714286
colour_group_name,Dark Turquoise,graphical_appearance_name,Glittering/Metallic,37,76,1,111,0.9910714285714286
department_name,Blouse,colour_group_name,Light Orange,591,201,7,778,0.9910828025477707
department_name,Knitwear,colour_group_name,Dark Green,540,253,7,779,0.9910941475826972
section_name,Divided Projects,colour_group_name,Turquoise,301,39,3,334,0.9910979228486647
department_name,Scarves,colour_group_name,Light Pink,65,502,5,557,0.9911032028469751
department_name,Projects Dresses,colour_group_name,Light Blue,86,368,4,446,0.9911111111111112
department_name,Hair Accessories,colour_group_name,Other Yellow,209,18,2,223,0.9911111111111112
department_name,Shirt,graphical_appearance_name,Solid,125,7935,71,7918,0.9911127800725998
department_name,Tops Woven,colour_group_name,Green,208,133,3,335,0.9911242603550295
product_type_name,Hoodie,colour_group_name,Pink,282,287,5,559,0.9911347517730497
section_name,Contemporary Casual,colour_group_name,Grey,145,424,5,559,0.9911347517730497
product_type_name,Trousers,section_name,Men Underwear,1789,489,20,2238,0.9911426040744021
section_name,Divided Projects,colour_group_name,Yellow,301,155,4,448,0.9911504424778761
department_name,Mama Lingerie,colour_group_name,Light Grey,26,202,2,224,0.9911504424778761
department_name,Ladies Sport Bras,graphical_appearance_name,Mesh,204,24,2,224,0.9911504424778761
department_name,Men Sport Tops,graphical_appearance_name,Placement print,28,200,2,224,0.9911504424778761
colour_group_name,Green,graphical_appearance_name,Colour blocking,133,95,2,224,0.9911504424778761
department_name,Flats,colour_group_name,Dark Yellow,58,56,1,112,0.9911504424778761
department_name,Kids Girl Outdoor,colour_group_name,Light Yellow,3,111,1,112,0.9911504424778761
department_name,Tops woven DS,colour_group_name,Dark Pink,6,108,1,112,0.9911504424778761
section_name,Divided Collection,colour_group_name,Dark Beige,1421,177,14,1570,0.9911616161616161
department_name,Swimwear,graphical_appearance_name,Metallic,526,45,5,561,0.991166077738516
product_type_name,Unknown,section_name,Men Underwear,83,489,5,562,0.9911816578483245
product_type_name,Hair/alice band,colour_group_name,Dark Pink,121,108,2,225,0.9911894273127754
department_name,Jersey,colour_group_name,Light Orange,830,201,9,1013,0.9911937377690803
section_name,Divided Selected,colour_group_name,Light Pink,71,502,5,563,0.9911971830985915
department_name,Knit & Woven,colour_group_name,Beige,62,626,6,676,0.9912023460410557
department_name,Trousers,colour_group_name,Light Purple,225,119,3,338,0.9912023460410557
product_type_name,Sweater,section_name,Girls Underwear & Basics,1081,66,10,1127,0.9912049252418645
product_type_name,Top,colour_group_name,Light Yellow,692,111,7,789,0.9912060301507538
department_name,Young Boy Jersey Basic,colour_group_name,Grey,35,424,4,451,0.9912087912087912
product_type_name,Hoodie,colour_group_name,Dark Beige,282,177,4,451,0.9912087912087912
product_type_name,Pyjama bottom,colour_group_name,Grey,35,424,4,451,0.9912087912087912
department_name,Dresses,colour_group_name,Pink,287,287,5,564,0.9912126537785588
department_name,Socks Wall,colour_group_name,White,67,1311,12,1354,0.9912152269399708
department_name,Woven Premium,product_type_name,Vest top,49,411,4,452,0.9912280701754386
department_name,Young Girl Jersey Basic,graphical_appearance_name,Placement print,30,200,2,226,0.9912280701754386
product_type_name,Hair string,colour_group_name,Dark Red,55,175,2,226,0.9912280701754386
department_name,Baby Girl Knitwear,graphical_appearance_name,Dot,16,99,1,113,0.9912280701754386
department_name,Baby Girl Woven,graphical_appearance_name,Dot,16,99,1,113,0.9912280701754386
department_name,Ladies Sport Bottoms,graphical_appearance_name,Other pattern,94,21,1,113,0.9912280701754386
product_type_name,Gloves,graphical_appearance_name,Colour blocking,20,95,1,113,0.9912280701754386
product_type_name,Swimsuit,graphical_appearance_name,Contrast,68,47,1,113,0.9912280701754386
section_name,Kids Outerwear,graphical_appearance_name,Colour blocking,20,95,1,113,0.9912280701754386
colour_group_name,Light Turquoise,graphical_appearance_name,Mixed solid/pattern,67,48,1,113,0.9912280701754386
product_type_name,Pyjama set,colour_group_name,Light Pink,74,502,5,566,0.9912434325744308
department_name,Campaigns,graphical_appearance_name,Check,32,314,3,340,0.9912536443148688
section_name,Baby Girl,colour_group_name,Pink,59,287,3,340,0.9912536443148688
department_name,Knitwear,colour_group_name,Dark Turquoise,540,37,5,567,0.9912587412587412
product_type_name,Bikini top,colour_group_name,Dark Blue,234,805,9,1021,0.9912621359223301
colour_group_name,Greenish Khaki,graphical_appearance_name,Other structure,381,312,6,681,0.9912663755458515
department_name,Premium Quality,colour_group_name,Dark Red,56,175,2,227,0.9912663755458515
department_name,Boots,colour_group_name,Yellowish Brown,91,256,3,341,0.9912790697674418
section_name,Contemporary Casual,colour_group_name,Light Grey,145,202,3,341,0.9912790697674418
section_name,Womens Casual,colour_group_name,Yellow,540,155,6,683,0.9912917271407837
section_name,Divided Projects,colour_group_name,Beige,301,626,8,911,0.9912948857453754
department_name,AK Dresses & Outdoor,product_type_name,Dress,19,1604,14,1595,0.9912989434431324
department_name,Jewellery Extended,graphical_appearance_name,Solid,69,7935,69,7866,0.991304347826087
section_name,Womens Big accessories,colour_group_name,Grey,272,424,6,684,0.991304347826087
colour_group_name,Beige,graphical_appearance_name,Jacquard,626,70,6,684,0.991304347826087
section_name,Womens Big accessories,graphical_appearance_name,Glittering/Metallic,272,76,3,342,0.991304347826087
colour_group_name,Dark Beige,graphical_appearance_name,Application/3D,177,55,2,228,0.991304347826087
department_name,Young Girl Knitwear,graphical_appearance_name,Colour blocking,21,95,1,114,0.991304347826087
product_type_name,Watch,colour_group_name,Silver,4,112,1,114,0.991304347826087
product_type_name,Other accessories,graphical_appearance_name,Other pattern,95,21,1,114,0.991304347826087
section_name,Kids Boy,colour_group_name,Turquoise,77,39,1,114,0.991304347826087
section_name,Baby Boy,graphical_appearance_name,Contrast,69,47,1,114,0.991304347826087
section_name,Special Collections,graphical_appearance_name,Colour blocking,21,95,1,114,0.991304347826087
product_type_name,Unknown,colour_group_name,White,83,1311,12,1370,0.9913169319826338
section_name,Divided Selected,colour_group_name,Beige,71,626,6,685,0.9913169319826338
product_type_name,Socks,colour_group_name,Dark Green,328,253,5,571,0.9913194444444444
department_name,Clean Lingerie,colour_group_name,Light Grey,147,202,3,343,0.9913294797687862
department_name,Woven top,colour_group_name,Dark Green,96,253,3,343,0.9913294797687862
product_type_name,Shorts,graphical_appearance_name,Mixed solid/pattern,301,48,3,343,0.9913294797687862
department_name,Flats,colour_group_name,Dark Red,58,175,2,229,0.9913419913419913
product_type_name,Blazer,colour_group_name,Turquoise,194,39,2,229,0.9913419913419913
product_type_name,Hair/alice band,colour_group_name,Silver,121,112,2,229,0.9913419913419913
product_type_name,Sweater,colour_group_name,Light Orange,1081,201,11,1260,0.991345397324941
product_type_name,Jumpsuit/Playsuit,colour_group_name,Light Pink,81,502,5,573,0.9913494809688581
product_type_name,Scarf,colour_group_name,Light Pink,81,502,5,573,0.9913494809688581
section_name,Girls Underwear & Basics,colour_group_name,Dark Grey,66,401,4,459,0.9913606911447084
section_name,Womens Everyday Collection,colour_group_name,Light Orange,1668,201,16,1837,0.9913653534808419
department_name,Jersey,colour_group_name,Blue,830,455,11,1263,0.9913657770800628
product_type_name,Top,colour_group_name,Dark Orange,692,126,7,804,0.9913686806411838
section_name,Ladies Denim,colour_group_name,Grey,394,424,7,804,0.9913686806411838
department_name,Heavy Basic Jersey,product_type_name,Trousers,83,1789,16,1840,0.9913793103448276
department_name,Loungewear,colour_group_name,Dark Blue,131,805,8,920,0.9913793103448276
department_name,Sneakers,colour_group_name,Light Beige,49,653,6,690,0.9913793103448276
product_type_name,Underwear bottom,colour_group_name,Dark Purple,425,43,4,460,0.9913793103448276
department_name,Sunglasses,colour_group_name,Light Orange,33,201,2,230,0.9913793103448276
department_name,OL Extended Sizes,graphical_appearance_name,Embroidery,69,165,2,230,0.9913793103448276
department_name,Jersey Fancy DS,colour_group_name,Dark Pink,9,108,1,115,0.9913793103448276
department_name,Knit & Woven,graphical_appearance_name,Application/3D,62,55,1,115,0.9913793103448276
product_type_name,Ring,colour_group_name,Light Green,47,70,1,115,0.9913793103448276
colour_group_name,Yellow,graphical_appearance_name,Check,155,314,4,461,0.9913978494623656
section_name,H&M+,colour_group_name,Blue,366,455,7,807,0.9914004914004914
colour_group_name,Dark Beige,graphical_appearance_name,Stripe,177,410,5,577,0.9914089347079038
department_name,Young Boy Denim,colour_group_name,Light Grey,33,202,2,231,0.9914163090128756
department_name,Woven bottoms,product_type_name,Skirt,132,456,5,578,0.9914236706689536
department_name,Trousers & Skirt,graphical_appearance_name,Check,39,314,3,347,0.9914285714285714
colour_group_name,Grey,graphical_appearance_name,Embroidery,424,165,5,579,0.9914383561643836
colour_group_name,Beige,graphical_appearance_name,Placement print,626,200,7,812,0.9914529914529915
product_type_name,Swimwear bottom,section_name,Ladies H&M Sport,228,362,5,580,0.9914529914529915
section_name,Divided Selected,colour_group_name,Dark Grey,71,401,4,464,0.9914529914529915
department_name,Knit & Woven,colour_group_name,Dark Yellow,62,56,1,116,0.9914529914529915
department_name,Suit,colour_group_name,Turquoise,79,39,1,116,0.9914529914529915
department_name,Tops Knitwear DS,colour_group_name,Dark Pink,10,108,1,116,0.9914529914529915
department_name,AK Dresses & Outdoor,graphical_appearance_name,Dot,19,99,1,116,0.9914529914529915
department_name,Heels,graphical_appearance_name,Mixed solid/pattern,70,48,1,116,0.9914529914529915
department_name,Kids Boy Jersey Basic,graphical_appearance_name,Colour blocking,23,95,1,116,0.9914529914529915
product_type_name,Scarf,colour_group_name,Dark Turquoise,81,37,1,116,0.9914529914529915
product_type_name,Garment Set,graphical_appearance_name,Mixed solid/pattern,70,48,1,116,0.9914529914529915
colour_group_name,Light Green,graphical_appearance_name,Mixed solid/pattern,70,48,1,116,0.9914529914529915
department_name,Woven top,graphical_appearance_name,Solid,96,7935,68,7895,0.9914605048348613
product_type_name,Pyjama set,graphical_appearance_name,All over pattern,74,1462,13,1510,0.9914642153644123
department_name,Divided+,product_type_name,Sweater,101,1081,10,1162,0.9914675767918089
department_name,Kids Boy Denim,colour_group_name,Blue,18,455,4,465,0.9914712153518124
product_type_name,Skirt,graphical_appearance_name,Sequin,456,17,4,465,0.9914712153518124
department_name,Projects Jersey & Knitwear,product_type_name,T-shirt,42,786,7,814,0.9914738124238733
department_name,Young Boy Jersey Fancy,product_type_name,T-shirt,42,786,7,814,0.9914738124238733
colour_group_name,Yellowish Brown,graphical_appearance_name,Dot,256,99,3,349,0.9914772727272727
section_name,Men Accessories,colour_group_name,Black,80,3826,33,3840,0.9914794732765299
section_name,Womens Everyday Collection,colour_group_name,Dark Pink,1668,108,15,1746,0.9914821124361158
department_name,Shorts & Skirts,graphical_appearance_name,Denim,46,1020,9,1048,0.9914853358561968
product_type_name,Shorts,graphical_appearance_name,Stripe,301,410,6,699,0.9914893617021276
product_type_name,Bag,colour_group_name,Silver,125,112,2,233,0.9914893617021276
section_name,Womens Tailoring,colour_group_name,Light Orange,866,201,9,1049,0.9914933837429112
product_type_name,Dress,section_name,Divided Asia keys,1604,56,14,1632,0.991494532199271
department_name,Ladies Sport Bras,colour_group_name,Beige,204,626,7,816,0.991494532199271
product_type_name,Cardigan,colour_group_name,Dark Grey,192,401,5,583,0.9914965986394558
product_type_name,Bodysuit,colour_group_name,Beige,86,626,6,700,0.9915014164305949
product_type_name,Earring,colour_group_name,Yellow,201,155,3,350,0.9915014164305949
product_type_name,Pyjama set,colour_group_name,Dark Grey,74,401,4,467,0.9915074309978769
colour_group_name,Dark Grey,graphical_appearance_name,Other structure,401,312,6,701,0.9915134370579916
department_name,Woven top,colour_group_name,Black,96,3826,33,3856,0.9915145281563383
department_name,Socks,colour_group_name,Black,97,3826,33,3857,0.9915167095115681
colour_group_name,Greenish Khaki,graphical_appearance_name,Colour blocking,381,95,4,468,0.9915254237288136
department_name,Heels,colour_group_name,Pink,70,287,3,351,0.9915254237288136
department_name,Jersey Fancy,colour_group_name,Yellow,202,155,3,351,0.9915254237288136
department_name,Shopbasket Lingerie,colour_group_name,Light Orange,37,201,2,234,0.9915254237288136
department_name,Baby Exclusive,colour_group_name,Light Turquoise,52,67,1,117,0.9915254237288136
department_name,Dresses DS,graphical_appearance_name,Dot,20,99,1,117,0.9915254237288136
department_name,Gloves/Hats,graphical_appearance_name,Jacquard,49,70,1,117,0.9915254237288136
section_name,Kids Girl,colour_group_name,Purple,69,50,1,117,0.9915254237288136
department_name,Blouse & Dress,colour_group_name,Off White,184,412,5,586,0.9915397631133672
product_type_name,Bikini top,section_name,Ladies H&M Sport,234,362,5,586,0.9915397631133672
department_name,Newborn,colour_group_name,Dark Grey,76,401,4,469,0.9915433403805497
section_name,H&M+,colour_group_name,Light Yellow,366,111,4,469,0.9915433403805497
product_type_name,Blouse,colour_group_name,Blue,619,455,9,1056,0.9915492957746479
department_name,Expressive Lingerie,colour_group_name,Dark Pink,250,108,3,352,0.9915492957746479
product_type_name,Dress,section_name,Kids Girl,1604,69,14,1645,0.9915611814345991
department_name,Blouse,colour_group_name,Dark Orange,591,126,6,705,0.9915611814345991
department_name,Blouse & Dress,graphical_appearance_name,Application/3D,184,55,2,235,0.9915611814345991
section_name,Divided Accessories,graphical_appearance_name,Mixed solid/pattern,191,48,2,235,0.9915611814345991
department_name,Dress,colour_group_name,Dark Pink,490,108,5,588,0.9915682967959528
department_name,Jersey Basic,product_type_name,Trousers,365,1789,18,2118,0.9915730337078652
section_name,Womens Small accessories,colour_group_name,Yellowish Brown,702,256,8,942,0.991578947368421
product_type_name,Polo shirt,section_name,Divided Basics,41,438,4,471,0.991578947368421
section_name,Womens Shoes,colour_group_name,Yellow,324,155,4,471,0.991578947368421
section_name,Divided Collection,colour_group_name,Yellowish Brown,1421,256,14,1649,0.9915814792543596
product_type_name,Underwear Tights,graphical_appearance_name,Solid,92,7935,67,7893,0.9915829145728643
product_type_name,Trousers,section_name,Womens Everyday Basics,1789,371,18,2124,0.9915966386554622
product_type_name,Swimsuit,colour_group_name,Off White,68,412,4,472,0.9915966386554622
product_type_name,Bikini top,colour_group_name,Dark Orange,234,126,3,354,0.9915966386554622
department_name,Blouse & Dress,colour_group_name,Dark Yellow,184,56,2,236,0.9915966386554622
product_type_name,Hair/alice band,colour_group_name,Light Purple,121,119,2,236,0.9915966386554622
product_type_name,Sunglasses,colour_group_name,Light Orange,39,201,2,236,0.9915966386554622
department_name,Trousers & Skirt,product_type_name,Jumpsuit/Playsuit,39,81,1,118,0.9915966386554622
department_name,Nightwear,colour_group_name,Dark Turquoise,83,37,1,118,0.9915966386554622
section_name,Young Girl,colour_group_name,Other Yellow,102,18,1,118,0.9915966386554622
section_name,Special Collections,graphical_appearance_name,Dot,21,99,1,118,0.9915966386554622
colour_group_name,Light Purple,graphical_appearance_name,Hologram,119,1,1,118,0.9915966386554622
colour_group_name,Purple,graphical_appearance_name,Jacquard,50,70,1,118,0.9915966386554622
section_name,Divided Collection,colour_group_name,Other Orange,1421,21,12,1418,0.9916083916083916
colour_group_name,Pink,graphical_appearance_name,Check,287,314,5,591,0.9916107382550335
section_name,Womens Everyday Collection,colour_group_name,Yellowish Brown,1668,256,16,1892,0.9916142557651991
product_type_name,Swimwear bottom,colour_group_name,Green,228,133,3,355,0.9916201117318436
product_type_name,T-shirt,colour_group_name,Dark Beige,786,177,8,947,0.9916230366492147
product_type_name,Shorts,section_name,Divided Projects,301,301,5,592,0.9916247906197655
product_type_name,Jacket,colour_group_name,Dark Red,427,175,5,592,0.9916247906197655
department_name,Skirt,colour_group_name,Dark Blue,159,805,8,948,0.9916317991631799
colour_group_name,Light Beige,graphical_appearance_name,Jacquard,653,70,6,711,0.9916317991631799
department_name,Projects Dresses,colour_group_name,Yellow,86,155,2,237,0.9916317991631799
department_name,Young Girl Jersey Fancy,graphical_appearance_name,Placement print,41,200,2,237,0.9916317991631799
product_type_name,Swimsuit,graphical_appearance_name,Lace,68,173,2,237,0.9916317991631799
section_name,Girls Underwear & Basics,colour_group_name,Dark Red,66,175,2,237,0.9916317991631799
section_name,"Womens Nightwear, Socks & Tigh",colour_group_name,Light Blue,476,368,7,830,0.991636798088411
department_name,Skirts,graphical_appearance_name,All over pattern,107,1462,13,1543,0.9916452442159382
section_name,Young Girl,colour_group_name,Greenish Khaki,102,381,4,475,0.9916492693110647
product_type_name,T-shirt,section_name,Divided Projects,786,301,9,1069,0.9916512059369202
product_type_name,Blazer,graphical_appearance_name,Stripe,194,410,5,594,0.991652754590985
section_name,Young Girl,colour_group_name,Light Pink,102,502,5,594,0.991652754590985
product_type_name,Swimwear bottom,colour_group_name,Yellowish Brown,228,256,4,476,0.9916666666666667
department_name,Light Basic Jersey,colour_group_name,Dark Red,188,175,3,357,0.9916666666666667
department_name,Kids Boy Jersey Fancy,colour_group_name,Light Grey,40,202,2,238,0.9916666666666667
section_name,Boys Underwear & Basics,colour_group_name,Yellow,87,155,2,238,0.9916666666666667
department_name,Studio Collection,colour_group_name,Silver,9,112,1,119,0.9916666666666667
product_type_name,Other accessories,colour_group_name,Other Pink,95,26,1,119,0.9916666666666667
colour_group_name,Other Pink,graphical_appearance_name,Colour blocking,26,95,1,119,0.9916666666666667
section_name,H&M+,colour_group_name,Light Purple,366,119,4,477,0.9916839916839917
department_name,Dresses,colour_group_name,Dark Blue,287,805,9,1074,0.9916897506925207
department_name,Flats,colour_group_name,Black,58,3826,32,3820,0.9916926272066459
product_type_name,Shirt,colour_group_name,Dark Red,432,175,5,597,0.9916943521594684
section_name,Womens Casual,colour_group_name,Light Turquoise,540,67,5,597,0.9916943521594684
section_name,"Womens Nightwear, Socks & Tigh",colour_group_name,Dark Green,476,253,6,717,0.991701244813278
section_name,Ladies H&M Sport,graphical_appearance_name,All over pattern,362,1462,15,1794,0.9917081260364843
product_type_name,Vest top,colour_group_name,Dark Blue,411,805,10,1196,0.9917081260364843
department_name,Casual Lingerie,colour_group_name,Light Blue,240,368,5,598,0.9917081260364843
colour_group_name,Light Purple,graphical_appearance_name,All over pattern,119,1462,13,1555,0.9917091836734694
section_name,Womens Tailoring,colour_group_name,Dark Pink,866,108,8,958,0.9917184265010351
product_type_name,Shirt,colour_group_name,Greyish Beige,432,55,4,479,0.9917184265010351
section_name,Ladies H&M Sport,colour_group_name,Red,362,125,4,479,0.9917184265010351
department_name,Skirts,colour_group_name,Light Pink,107,502,5,599,0.9917218543046358
department_name,Skirts,colour_group_name,Greenish Khaki,107,381,4,480,0.9917355371900827
department_name,Trousers,product_type_name,Dungarees,225,19,2,240,0.9917355371900827
product_type_name,Accessories set,section_name,Baby Essentials & Complements,2,242,2,240,0.9917355371900827
department_name,Small Accessories,product_type_name,Hair clip,80,42,1,120,0.9917355371900827
department_name,Heavy Basic Jersey,colour_group_name,Turquoise,83,39,1,120,0.9917355371900827
product_type_name,Hat/beanie,graphical_appearance_name,Jacquard,52,70,1,120,0.9917355371900827
colour_group_name,Orange,graphical_appearance_name,Solid,120,7935,66,7923,0.9917386406308675
department_name,Basic 1,product_type_name,Skirt,399,456,7,841,0.9917452830188679
product_type_name,Skirt,colour_group_name,Yellow,456,155,5,601,0.9917491749174917
section_name,Womens Jackets,colour_group_name,Grey,187,424,5,601,0.9917491749174917
section_name,Womens Shoes,colour_group_name,Pink,324,287,5,601,0.9917491749174917
colour_group_name,Light Orange,graphical_appearance_name,Stripe,201,410,5,601,0.9917491749174917
product_type_name,Hair/alice band,colour_group_name,Light Blue,121,368,4,481,0.9917525773195877
product_type_name,Sweater,section_name,Contemporary Street,1081,142,10,1203,0.9917559769167353
product_type_name,Bikini top,colour_group_name,Green,234,133,3,361,0.9917582417582418
section_name,Womens Big accessories,graphical_appearance_name,Colour blocking,272,95,3,361,0.9917582417582418
department_name,Shirt S&T,colour_group_name,White,36,1311,11,1325,0.9917664670658682
colour_group_name,Dark Red,graphical_appearance_name,Jacquard,175,70,2,241,0.9917695473251029
product_type_name,Jumpsuit/Playsuit,colour_group_name,Pink,81,287,3,362,0.9917808219178083
product_type_name,Scarf,colour_group_name,Pink,81,287,3,362,0.9917808219178083
section_name,Mens Outerwear,graphical_appearance_name,Check,54,314,3,362,0.9917808219178083
product_type_name,Jumpsuit/Playsuit,graphical_appearance_name,Stripe,81,410,4,483,0.9917864476386037
department_name,Jersey Fancy,colour_group_name,Off White,202,412,5,604,0.9917898193760263
section_name,Womens Trend,graphical_appearance_name,Check,423,314,6,725,0.9917920656634747
department_name,Tops Woven,colour_group_name,Light Beige,208,653,7,847,0.9918032786885246
colour_group_name,Grey,graphical_appearance_name,Check,424,314,6,726,0.9918032786885246
department_name,Expressive Lingerie,colour_group_name,Light Purple,250,119,3,363,0.9918032786885246
product_type_name,Bikini top,colour_group_name,Other Green,234,12,2,242,0.9918032786885246
product_type_name,Earring,graphical_appearance_name,Metallic,201,45,2,242,0.9918032786885246
section_name,Womens Premium,colour_group_name,Dark Pink,138,108,2,242,0.9918032786885246
department_name,Baby Boy Jersey Fancy,graphical_appearance_name,Colour blocking,28,95,1,121,0.9918032786885246
product_type_name,Bodysuit,colour_group_name,Dark Turquoise,86,37,1,121,0.9918032786885246
product_type_name,Mobile case,colour_group_name,Light Purple,4,119,1,121,0.9918032786885246
product_type_name,Watch,colour_group_name,Light Purple,4,119,1,121,0.9918032786885246
section_name,Young Girl,graphical_appearance_name,Other pattern,102,21,1,121,0.9918032786885246
department_name,Jersey,colour_group_name,Yellow,830,155,8,969,0.9918116683725691
product_type_name,Blouse,colour_group_name,Orange,619,120,6,727,0.9918144611186903
section_name,Womens Small accessories,colour_group_name,Light Beige,702,653,11,1333,0.9918154761904762
product_type_name,Jumpsuit/Playsuit,colour_group_name,Off White,81,412,4,485,0.9918200408997955
product_type_name,Scarf,colour_group_name,Off White,81,412,4,485,0.9918200408997955
section_name,Womens Trend,graphical_appearance_name,Jacquard,423,70,4,485,0.9918200408997955
department_name,OL Extended Sizes,product_type_name,Shorts,69,301,3,364,0.9918256130790191
section_name,Contemporary Street,graphical_appearance_name,All over pattern,142,1462,13,1578,0.9918290383406663
department_name,Young Girl Knitwear,graphical_appearance_name,Melange,21,843,7,850,0.9918319719953326
department_name,Knitwear,colour_group_name,Light Orange,540,201,6,729,0.9918367346938776
department_name,Ladies Sport Bras,colour_group_name,Dark Purple,204,43,2,243,0.9918367346938776
product_type_name,Cardigan,colour_group_name,Greyish Beige,192,55,2,243,0.9918367346938776
department_name,Jersey Basic,colour_group_name,Dark Green,365,253,5,608,0.9918433931484503
product_type_name,Blazer,colour_group_name,Grey,194,424,5,608,0.9918433931484503
section_name,"Womens Swimwear, beachwear",colour_group_name,Dark Pink,511,108,5,609,0.99185667752443
department_name,Jersey,colour_group_name,Dark Turquoise,830,37,7,853,0.9918604651162791
section_name,Men Underwear,colour_group_name,Beige,489,626,9,1097,0.9918625678119349
product_type_name,Shorts,colour_group_name,White,301,1311,13,1586,0.991869918699187
department_name,Woven Tops,colour_group_name,Dark Blue,63,805,7,854,0.991869918699187
product_type_name,Necklace,colour_group_name,Light Purple,129,119,2,244,0.991869918699187
product_type_name,Blazer,graphical_appearance_name,Treatment,194,54,2,244,0.991869918699187
section_name,Divided Selected,colour_group_name,Dark Beige,71,177,2,244,0.991869918699187
department_name,Baby Girl Woven,colour_group_name,Dark Pink,16,108,1,122,0.991869918699187
department_name,Baby Nightwear,colour_group_name,Dark Pink,16,108,1,122,0.991869918699187
department_name,Newborn,graphical_appearance_name,Mixed solid/pattern,76,48,1,122,0.991869918699187
department_name,Skirts,graphical_appearance_name,Sequin,107,17,1,122,0.991869918699187
department_name,Woven bottoms,graphical_appearance_name,Solid,132,7935,65,7937,0.9918770307423144
department_name,Jersey/Knitwear Premium,product_type_name,T-shirt,83,786,7,855,0.9918793503480279
product_type_name,Bra,colour_group_name,Dark Red,446,175,5,611,0.9918831168831169
product_type_name,Blazer,section_name,Divided Collection,194,1421,13,1589,0.9918851435705368
department_name,Blouse,colour_group_name,Yellow,591,155,6,734,0.9918918918918919
section_name,Mama,colour_group_name,Greyish Beige,318,55,3,367,0.9918918918918919
section_name,H&M+,colour_group_name,Yellowish Brown,366,256,5,612,0.9918962722852512
section_name,Men Underwear,colour_group_name,Green,489,133,5,612,0.9918962722852512
section_name,Womens Shoes,colour_group_name,Gold,324,298,5,612,0.9918962722852512
product_type_name,Vest top,section_name,Boys Underwear & Basics,411,87,4,490,0.9919028340080972
colour_group_name,Orange,graphical_appearance_name,Front print,120,129,2,245,0.9919028340080972
department_name,Kids Boy Jersey Fancy,product_type_name,Sweater,40,1081,9,1103,0.9919064748201439
colour_group_name,Black,graphical_appearance_name,Embroidery,3826,165,32,3927,0.9919171507956555
section_name,Contemporary Smart,colour_group_name,Dark Green,246,253,4,491,0.9919191919191919
section_name,H&M+,colour_group_name,Green,366,133,4,491,0.9919191919191919
section_name,Womens Everyday Basics,colour_group_name,Dark Green,371,253,5,614,0.9919224555735057
product_type_name,Blazer,section_name,Divided Asia keys,194,56,2,246,0.9919354838709677
department_name,Kids Dress-up/Football,colour_group_name,Orange,5,120,1,123,0.9919354838709677
department_name,Projects Dresses,colour_group_name,Turquoise,86,39,1,123,0.9919354838709677
department_name,Heels,graphical_appearance_name,Application/3D,70,55,1,123,0.9919354838709677
product_type_name,Outdoor Waistcoat,colour_group_name,Dark Pink,17,108,1,123,0.9919354838709677
colour_group_name,Dark Pink,graphical_appearance_name,Sequin,108,17,1,123,0.9919354838709677
product_type_name,Trousers,section_name,Boys Underwear & Basics,1789,87,15,1846,0.9919398173025256
product_type_name,T-shirt,section_name,Young Boy,786,91,7,863,0.9919540229885058
